,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol
FAM83A,70.09090962859388,-0.1941045559979026,0.39243129297763174,-0.4946204838179569,0.620868040204336,0.8325706577127343,FAM83A
ZNF784,173.35673597667508,0.10614099708611144,0.2147913074308847,0.4941587178534465,0.6211940920140826,0.8327927470265846,ZNF784
GCNT1,239.56256745141457,-0.07651052439337644,0.15484004600216608,-0.4941262055186042,0.6212170516981688,0.8327927470265846,GCNT1
GOLPH3-DT,22.615082876875466,-0.22436540478838252,0.45404379036223924,-0.4941492639055415,0.6212007682008811,0.8327927470265846,GOLPH3-DT
DNPEP,1432.0695934750045,0.042456012322248285,0.08604874836677938,0.4933948852025275,0.6217335956833878,0.8334032051554455,DNPEP
LINC02086,35.18479645939962,0.19613185236001401,0.39773740935218893,0.49311894669264805,0.6219285441993493,0.8335004975531467,LINC02086
RAD51,269.95673069278655,0.08221155002956283,0.16668882887005212,0.4932037172908186,0.621868651575262,0.8335004975531467,RAD51
HOMER1,500.52667283074106,-0.05963897365859379,0.12099186847420733,-0.49291720518645793,0.6220710898694168,0.8336095275714209,HOMER1
DENND2C,188.93039535552387,0.09513213765341531,0.19319393761297818,0.4924178202940909,0.6224240041253016,0.8336724223969113,DENND2C
TONSL,2274.9329945804043,0.06436308761615263,0.13069965908740733,0.4924503098597132,0.6224010411770105,0.8336724223969113,TONSL
FRMD4A,29.482892507673412,0.21340858207744504,0.4333869590456376,0.49242040542104115,0.6224221769979632,0.8336724223969113,FRMD4A
RABGAP1,906.2669883531998,-0.05905667242992488,0.11992318699786038,-0.4924541609370217,0.6223983193401333,0.8336724223969113,RABGAP1
SHISA5,1602.2456633308639,-0.05002582160223308,0.10152299542729872,-0.492753601208082,0.6221866988940282,0.8336724223969113,SHISA5
FGGY,77.65833149691225,-0.13011127772724002,0.2644198819567561,-0.49206314126000084,0.6226747077714945,0.8337331537659775,FGGY
LRRC58,2544.0235447343634,0.041871463347398,0.08510332905788501,0.49200734931201284,0.6227141481001851,0.8337331537659775,LRRC58
PET117,44.555507596321895,-0.1657258946181004,0.33669985453171103,-0.49220661187571735,0.6225732907923782,0.8337331537659775,PET117
FAU,3293.821645686547,-0.03963107176874488,0.08054764477211446,-0.49202024318487747,0.6227050330940036,0.8337331537659775,FAU
FGFR3,1037.860266670162,-0.07839139885455737,0.1593968304550022,-0.49180023612004814,0.6228605695989532,0.8338472424967118,FGFR3
SLC2A11,290.7801847978355,0.07679889701649514,0.1562351793217811,0.49155956648099447,0.6230307330213729,0.8339930899037205,SLC2A11
GATD3,1129.3249523439847,0.05135248380985953,0.10455403312516758,0.49115736882557703,0.623315148385182,0.834291832034912,GATD3
NOP14,1938.8225456195485,0.04122510290558711,0.08398401947192623,0.4908684195493601,0.6235195144807208,0.8344833820385952,NOP14
YWHAB,4436.807370989693,0.039750785799639275,0.08102461280227619,0.490601366977746,0.6237084193996102,0.8346542040747436,YWHAB
ATP2A3,733.5714702128247,0.06646434414696151,0.1355706633977468,0.4902560958336814,0.623952690458665,0.8347350979199051,ATP2A3
KDM5A,1400.3761380410133,-0.042119249686204854,0.08589850772159538,-0.4903373854027482,0.6238951763142846,0.8347350979199051,KDM5A
RBM14,1029.1574774672042,-0.04572345546120282,0.09323855895074727,-0.4903921293480734,0.6238564450698305,0.8347350979199051,RBM14
MVK,464.30758927660935,-0.08929494326921412,0.18217690893182364,-0.49015511237283704,0.6240241416536707,0.8347487118762722,MVK
VAT1,5020.112616862432,-0.03522406746747657,0.07194140147338779,-0.4896216468691743,0.6244016556839589,0.8347618994487312,VAT1
MT-TM,30.797027341056083,0.18730701905860736,0.38228414390836774,0.4899680565969387,0.6241565029539974,0.8347618994487312,MT-TM
PRPF6,2132.0252998753963,0.041417383091622136,0.08454968505772673,0.4898585141191739,0.6242340212148273,0.8347618994487312,PRPF6
MICAL3,790.1099469213394,-0.05759024341622846,0.11760461342486785,-0.48969374363039087,0.6243506296771336,0.8347618994487312,MICAL3
BLOC1S6,1373.7169372579622,-0.042996242998065995,0.08776835058452855,-0.4898832291106677,0.6242165311689079,0.8347618994487312,BLOC1S6
ZNF277,383.1400332322467,0.06793043755441255,0.13873839072086175,0.48962970668361677,0.6243959513140609,0.8347618994487312,ZNF277
OST4,991.9876542129103,-0.047949971682481975,0.0979510028305629,-0.48953017628034445,0.6244663959817022,0.8347665305130731,OST4
MMD,479.8653186983336,-0.05836837695166864,0.11926272557644928,-0.48941005389193115,0.6245514196166965,0.8347982721191382,MMD
ZNF594-DT,31.067410000160347,-0.2008537132964211,0.410491541208605,-0.4893004925388964,0.62462897242093,0.8348200226910948,ZNF594-DT
FYCO1,1358.1742818832781,0.04849012273966076,0.09916934362938137,0.4889628282796697,0.6248680136010996,0.8349766575798194,FYCO1
DUBR,27.152256087840318,-0.2137171414420666,0.4370835279201166,-0.4889617837099698,0.6248687531400028,0.8349766575798194,DUBR
LYPD6,96.6832024474329,-0.1102776180784735,0.2256983069556737,-0.4886063150670049,0.6251204412745526,0.8351211966033043,LYPD6
TRPT1,529.5779172493696,-0.0594865911589887,0.12178327961177346,-0.48846271301465105,0.625222130526103,0.8351211966033043,TRPT1
ARFRP1,553.5027027238957,0.05782285681105048,0.11836870305439048,0.4884978488315518,0.625197249060087,0.8351211966033043,ARFRP1
SLC25A4,706.4106936531906,-0.06865436735856587,0.14050348869668694,-0.4886310510536436,0.6251029256437521,0.8351211966033043,SLC25A4
OPN3,185.44808182122316,-0.09815423215822792,0.2011777629697326,-0.48789801968816665,0.6256220772712018,0.8355734861436845,OPN3
SLC35A2,585.4447208842881,0.06519198568452876,0.1336741259933866,0.4876933752142435,0.6257670449082589,0.8356851732952859,SLC35A2
TRMT10A,159.86922293167405,-0.09327010006741886,0.19128405894724462,-0.487599963011776,0.6258332217774722,0.8356916271588418,TRMT10A
MRPL54,442.22895772963176,-0.06291820475595566,0.12913413429871842,-0.48723139778372365,0.6260943572503666,0.8358764630362352,MRPL54
TNFRSF10D,3653.7743944541294,-0.04314832010897009,0.08854800141740106,-0.48728734040620336,0.6260547178188672,0.8358764630362352,TNFRSF10D
MCM8,659.2282942595394,0.05367090748285001,0.11018944043108975,0.48707850110569084,0.6262027012189653,0.8359391865463952,MCM8
CHCHD6,359.05093012283214,-0.07428019256287118,0.15256076949982977,-0.48688921015801545,0.6263368456744727,0.8360363363338568,CHCHD6
FTLP3,97.29472499097488,-0.12115712589723068,0.2491278622593488,-0.4863250733918427,0.6267367047194055,0.8364881089832918,FTLP3
NLGN2,3951.0761056338742,0.04008047377309743,0.0824550477133134,0.4860887827322904,0.6269042196881016,0.836629720298884,NLGN2
TATDN2,295.4473624587631,0.08500859802171709,0.17491796398441065,0.4859912388946705,0.6269733776433302,0.8366400552096275,TATDN2
PXN-AS1,76.2880061046795,-0.1342255858109594,0.2762978406440646,-0.4858003432023666,0.6271087309507203,0.8367387112381648,PXN-AS1
VPS35L,484.7754407329182,0.05899838027553284,0.12151593818824812,0.48551968700710413,0.6273077511324976,0.836922289068457,VPS35L
ZW10,474.776782443447,-0.06279298519023106,0.12943190645149566,-0.4851430138963656,0.6275749018846899,0.8371361327152622,ZW10
ATL1,40.992669712282606,0.17066464774511098,0.35179853253001603,0.4851204083136691,0.6275909361683163,0.8371361327152622,ATL1
GNL3L,598.5360507232464,-0.07243519684157605,0.1495361440489172,-0.4843992554594733,0.6281025467235666,0.8376664829644486,GNL3L
CDK1,2784.3719033415878,-0.08503722438690733,0.1755565094258181,-0.48438662095204194,0.628111511670105,0.8376664829644486,CDK1
URB1-AS1,82.00191739911052,-0.12424145588453525,0.25668117023414144,-0.48403026903455243,0.6283643874827367,0.8379216964249533,URB1-AS1
TYRO3,725.3949793859066,-0.04931106390136657,0.10192773563812874,-0.48378455179691515,0.6285387797007194,0.8380722125734462,TYRO3
HSD17B7P2,56.84110103781325,0.14717384038244144,0.30435368792531137,0.4835618762686326,0.6286968364969961,0.8382009202973751,HSD17B7P2
PNP,1242.9057345707154,0.04667507617936438,0.09659810529605639,0.48318831964988745,0.6289620280703172,0.8384711284965245,PNP
SPTLC1,1597.1558227668727,0.05051686863267398,0.104586257407769,0.48301631480811963,0.6290841521223649,0.8384711284965245,SPTLC1
SAMD10,87.32452975224538,0.11254008573850374,0.23299297792209178,0.48301921689732175,0.6290820915445041,0.8384711284965245,SAMD10
RPS27AP5,58.32321600663001,-0.1435142017187672,0.29724221454743577,-0.4828190435106057,0.6292242279398901,0.8385757833325301,RPS27AP5
WDR70,497.20887244872483,-0.0639484976177401,0.13253512901572606,-0.4825022474618956,0.6294492022418464,0.8387935520043699,WDR70
ENSG00000232952,23.664850932390678,0.23172685876456567,0.4807116904644086,0.4820495597698024,0.629770740354656,0.8388952831253473,ENSG00000232952
GAL3ST1,52.774534221301444,-0.18081032655767693,0.3750947186765133,-0.4820391158682513,0.6297781593488897,0.8388952831253473,GAL3ST1
SHKBP1,1573.0431837205385,-0.04833485169314808,0.10024220475515526,-0.4821806524627773,0.629677619718831,0.8388952831253473,SHKBP1
ENSG00000268947,30.60925945458175,0.20818065706435973,0.4319447603521477,0.48196129730717924,0.6298334401971705,0.8388952831253473,ENSG00000268947
VARS2,958.6751531226408,-0.0511646559209919,0.10609887634580313,-0.4822356059100316,0.6296385857321265,0.8388952831253473,VARS2
OGFOD2,45.60941442685088,0.16220981326946604,0.33702958829574003,0.48129250042915683,0.6303086264279116,0.8394461255085972,OGFOD2
SLC25A10,162.5915100191758,0.10473029055573622,0.21769021009211645,0.4810978431754887,0.6304469609172244,0.8395482843182159,SLC25A10
RAB2A,1421.7265878269184,0.045346388184765725,0.09433781087895858,0.48068094608372913,0.6307432752262723,0.8398032347174267,RAB2A
TYMP,520.2585884412678,0.07360424815019134,0.15313321416737824,0.48065502020835366,0.6307617042963157,0.8398032347174267,TYMP
ENSG00000223804,25.309261658626088,0.24540333965857936,0.510893150773194,0.48034180784608677,0.6309843653586618,0.8399839332208074,ENSG00000223804
ZFYVE1,379.16814522640607,-0.07088633762712288,0.14761199996451574,-0.4802206978034519,0.6310704708494435,0.8399839332208074,ZFYVE1
HNRNPH2,1070.7011778723013,0.056651871370508276,0.11797461310339054,0.4802039174382351,0.6310824015646307,0.8399839332208074,HNRNPH2
