Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2022.gmt,Mitochondrial Translation Termination R-HSA-5419276,1/82,0.2698641805666787,0.432653307593132,4.831171856798944,6.328045146366177,MRPL53
Reactome_2022.gmt,PI Metabolism R-HSA-1483255,1/82,0.2698641805666787,0.432653307593132,4.831171856798944,6.328045146366177,PIK3R3
Reactome_2022.gmt,PIP3 Activates AKT Signaling R-HSA-1257604,2/268,0.27242478683721677,0.432653307593132,2.4812991886162616,3.2266633875787756,PIK3R3;CDKN1A
Reactome_2022.gmt,Platelet Homeostasis R-HSA-418346,1/83,0.27267050638366086,0.432653307593132,4.772151898734177,6.201369154351007,NANOS1
Reactome_2022.gmt,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,1/84,0.27546631454670634,0.432653307593132,4.714545592359585,6.0784161478572125,CDKN1A
Reactome_2022.gmt,Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,1/84,0.27546631454670634,0.432653307593132,4.714545592359585,6.0784161478572125,CEBPD
Reactome_2022.gmt,Cell Junction Organization R-HSA-446728,1/86,0.2810265314200744,0.4370778401654744,4.60337552742616,5.843093080583647,COL17A1
Reactome_2022.gmt,RAC2 GTPase Cycle R-HSA-9013404,1/87,0.2837910165439037,0.4370778401654744,4.549718299553669,5.730448312112594,PIK3R3
Reactome_2022.gmt,Mitochondrial Translation R-HSA-5368287,1/88,0.28654513684175453,0.4370778401654744,4.497287522603978,5.62097622807989,MRPL53
Reactome_2022.gmt,Mitochondrial Biogenesis R-HSA-1592230,1/89,0.28928893018146506,0.4370778401654744,4.446041621969535,5.514555834496731,NR1D1
Reactome_2022.gmt,Peptide Hormone Metabolism R-HSA-2980736,1/89,0.28928893018146506,0.4370778401654744,4.446041621969535,5.514555834496731,PLA2G7
Reactome_2022.gmt,Sphingolipid Metabolism R-HSA-428157,1/89,0.28928893018146506,0.4370778401654744,4.446041621969535,5.514555834496731,ACER2
Reactome_2022.gmt,Unfolded Protein Response (UPR) R-HSA-381119,1/89,0.28928893018146506,0.4370778401654744,4.446041621969535,5.514555834496731,DDIT3
Reactome_2022.gmt,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,3/496,0.2931305792281293,0.439268339775455,1.8830260047281324,2.3107310826213263,PIK3R3;THBS1;FOS
Reactome_2022.gmt,HCMV Late Events R-HSA-9610379,1/91,0.29474568678467516,0.439268339775455,4.346947338974753,5.3104150631078575,CEBPD
Reactome_2022.gmt,Cellular Responses To Stress R-HSA-2262752,4/722,0.29547906308636723,0.439268339775455,1.6698315554665828,2.035787325851313,FOS;NR1D1;DDIT3;CDKN1A
Reactome_2022.gmt,Class B/2 (Secretin Family Receptors) R-HSA-373080,1/92,0.2974587251121049,0.43985917862321894,4.2990246939199,5.212480612860924,VIPR1
Reactome_2022.gmt,Oxidative Stress Induced Senescence R-HSA-2559580,1/93,0.30016158661018233,0.4415075189292629,4.252138214163531,5.117169091334805,FOS
Reactome_2022.gmt,Metabolism Of Nucleotides R-HSA-15869,1/95,0.3055369277813817,0.4439494085213878,4.161342174000402,4.934039460629762,GDA
Reactome_2022.gmt,Transcriptional Regulation By RUNX3 R-HSA-8878159,1/95,0.3055369277813817,0.4439494085213878,4.161342174000402,4.934039460629762,CDKN1A
Reactome_2022.gmt,Cellular Responses To Stimuli R-HSA-8953897,4/736,0.3077495193976458,0.4439494085213878,1.6355603347515077,1.9274572757558661,FOS;NR1D1;DDIT3;CDKN1A
Reactome_2022.gmt,MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,1/96,0.30820948145549587,0.4439494085213878,4.117370269732918,4.846044313170512,FOS
Reactome_2022.gmt,Gene Expression (Transcription) R-HSA-74160,7/1449,0.3117475778934165,0.44673106522871026,1.3979927054502186,1.6294464242018778,FOS;THBS1;NR1D1;TP53I3;IGFBP3;DDIT3;CDKN1A
Reactome_2022.gmt,Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,1/98,0.3135245389963742,0.4469243486790906,4.032132424537488,4.6767802716335405,DDIT3
Reactome_2022.gmt,L1CAM Interactions R-HSA-373760,1/99,0.3161671160765536,0.4469243486790906,3.99081154019148,4.595357059637822,ANK1
Reactome_2022.gmt,Axon Guidance R-HSA-422475,3/519,0.31745740755792373,0.4469243486790906,1.7950177476605356,2.0596242201063144,PIK3R3;SEMA7A;ANK1
Reactome_2022.gmt,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,1/101,0.32142254891329053,0.4469243486790906,3.910636689967882,4.438567440905896,FOS
Reactome_2022.gmt,ABC-family Proteins Mediated Transport R-HSA-382556,1/102,0.3240354771038441,0.4469243486790906,3.871734114859388,4.363065970421775,ABCA12
Reactome_2022.gmt,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,1/102,0.3240354771038441,0.4469243486790906,3.871734114859388,4.363065970421775,FOS
Reactome_2022.gmt,Intracellular Signaling By Second Messengers R-HSA-9006925,2/306,0.32636937686627304,0.4469243486790906,2.163542533000661,2.4225737037938218,PIK3R3;CDKN1A
Reactome_2022.gmt,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,1/103,0.32663859455025246,0.4469243486790906,3.8335906143871563,4.289408121804211,FOS
Reactome_2022.gmt,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,1/103,0.32663859455025246,0.4469243486790906,3.8335906143871563,4.289408121804211,FOS
Reactome_2022.gmt,Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,1/104,0.3292319371477867,0.4469243486790906,3.7961841863878187,4.217533300306922,SLC15A2
